ACA  MCE  3.76
ACA  NH   0.00
ACA  NN   3.52
ACA  NCA  3.76
ACA  NC   3.49
ACA  NO   3.30
ACA  NCB  3.76
ACA  NCG  3.49
ACA  NOD  3.30
ACA  NND  3.52
ACA  NHD1 0.00
ACA  NHD2 0.00
ACA  PN   3.52
ACA  PCA  3.76
ACA  PC   3.49
ACA  PO   3.30
ACA  PCB  3.76
ACA  PCG  3.76
ACA  PCD  3.76
ACA  QH   0.00
ACA  QN   3.52
ACA  QCA  3.76
ACA  QC   3.49
ACA  QO   3.30
ACA  QCB  3.76
ACA  QCG  3.76
ACA  QCD  3.49
ACA  QOE  3.30
ACA  QNE  3.52
ACA  QHE1 0.00
ACA  QHE2 0.00
ACA  RH   0.00
ACA  RN   3.52
ACA  RCA  3.76
ACA  RC   3.49
ACA  RO   3.30
ACA  RCB  3.76
ACA  RCG  3.76
ACA  RCD  3.76
ACA  RNE  3.52
ACA  RCZ  3.49
ACA  RNH  3.52
ACA  SH   0.00
ACA  SN   3.52
ACA  SCA  3.76
ACA  SC   3.49
ACA  SO   3.30
ACA  SCB  3.76
ACA  SOG  3.34
ACA  TH   0.00
ACA  TN   3.52
ACA  TCA  3.76
ACA  TC   3.49
ACA  TO   3.30
ACA  TCB  3.76
ACA  TCG  3.76
ACA  TOG  3.34
ACA  VH   0.00
ACA  VN   3.52
ACA  VCA  3.76
ACA  VC   3.49
ACA  VO   3.30
ACA  VCB  3.76
ACA  VCG1 3.76
ACA  WH   0.00
ACA  WN   3.52
ACA  WCA  3.76
ACA  WC   3.49
ACA  WO   3.30
ACA  WCB  3.76
ACA  WCG  3.49
ACA  WCD1 3.64
ACA  WCD2 3.49
ACA  WCE2 3.49
ACA  WCE3 3.64
ACA  WNE  3.52
ACA  WHE  0.00
ACA  WCZ2 3.64
ACA  WCZ3 3.64
ACA  WCH2 3.64
ACA  YH   0.00
ACA  YN   3.52
ACA  YCA  3.76
ACA  YC   3.49
ACA  YO   3.30
ACA  YCB  3.76
ACA  YCG  3.49
ACA  YCD  3.64
ACA  YCE  3.64
ACA  YCZ  3.49
ACA  YOH  3.34
AC   AC   3.22
AC   AO   3.03
AC   ACB  3.49
AC   CH   0.00
AC   CN   3.25
AC   CCA  3.49
AC   CC   3.22
AC   CO   3.03
AC   CCB  3.49
AC   CSG  3.38
AC   DH   0.00
AC   DN   3.25
AC   DCA  3.49
AC   DC   3.22
AC   DO   3.03
AC   DCB  3.49
AC   DCG  3.22
AC   DOD  3.03
AC   EH   0.00
AC   EN   3.25
AC   ECA  3.49
AC   EC   3.22
AC   EO   3.03
AC   ECB  3.49
AC   ECG  3.49
AC   ECD  3.22
AC   EOE  3.03
AC   FH   0.00
AC   FN   3.25
AC   FCA  3.49
AC   FC   3.22
AC   FO   3.03
AC   FCB  3.49
AC   FCG  3.22
AC   FCD  3.37
AC   FCE  3.37
AC   FCZ  3.37
AC   GH   0.00
AC   GN   3.25
AC   GCA  3.49
AC   GC   3.22
AC   GO   3.03
AC   HH   0.00
AC   HN   3.25
AC   HCA  3.49
AC   HC   3.22
AC   HO   3.03
AC   HCB  3.49
AC   HCG  3.22
AC   HCD  3.37
AC   HND  3.25
AC   HHD  0.00
AC   HCE  3.37
AC   HNE  3.25
AC   IH   0.00
AC   IN   3.25
AC   ICA  3.49
AC   IC   3.22
AC   IO   3.03
AC   ICB  3.49
AC   ICG1 3.49
AC   ICG2 3.49
AC   ICD  3.49
AC   KH   0.00
AC   KN   3.25
AC   KCA  3.49
AC   KC   3.22
AC   KO   3.03
AC   KCB  3.49
AC   KCG  3.49
AC   KCD  3.49
AC   KCE  3.49
AC   KNZ  3.25
AC   LH   0.00
AC   LN   3.25
AC   LCA  3.49
AC   LC   3.22
AC   LO   3.03
AC   LCB  3.49
AC   LCG  3.49
AC   LCD1 3.49
AC   MH   0.00
AC   MN   3.25
AC   MCA  3.49
AC   MC   3.22
AC   MO   3.03
AC   MCB  3.49
AC   MCG  3.49
AC   MSD  3.38
AC   MCE  3.49
AC   NH   0.00
AC   NN   3.25
AC   NCA  3.49
AC   NC   3.22
AC   NO   3.03
AC   NCB  3.49
AC   NCG  3.22
AC   NOD  3.03
AC   NND  3.25
AC   NHD1 0.00
AC   NHD2 0.00
AC   PN   3.25
AC   PCA  3.49
AC   PC   3.22
AC   PO   3.03
AC   PCB  3.49
AC   PCG  3.49
AC   PCD  3.49
AC   QH   0.00
AC   QN   3.25
AC   QCA  3.49
AC   QC   3.22
AC   QO   3.03
AC   QCB  3.49
AC   QCG  3.49
AC   QCD  3.22
AC   QOE  3.03
AC   QNE  3.25
AC   QHE1 0.00
AC   QHE2 0.00
AC   RH   0.00
AC   RN   3.25
AC   RCA  3.49
AC   RC   3.22
AC   RO   3.03
AC   RCB  3.49
AC   RCG  3.49
AC   RCD  3.49
AC   RNE  3.25
AC   RCZ  3.22
AC   RNH  3.25
AC   SH   0.00
AC   SN   3.25
AC   SCA  3.49
AC   SC   3.22
AC   SO   3.03
AC   SCB  3.49
AC   SOG  3.07
AC   TH   0.00
AC   TN   3.25
AC   TCA  3.49
AC   TC   3.22
